Alter_Besucher,Einkommen_Besucher,Geschlecht_Besucher,Zeit_Besucher,KundeNr,Alter_Kunden,Einkommen_Kunden,Preis,Geschlecht_Kunden,Zeit_Kunden,Niederlassung
,,,,K0674,30.0,31727.0,62658.18,weiblich,20.0,Berlin
,,,,K0115,32.0,42406.0,45125.2,männlich,39.0,Nordrhein-Westfalen
,,,,K0418,59.0,64816.0,102801.02,männlich,54.0,Baden-Württemberg
,,,,K0090,64.0,83452.0,133180.7,männlich,62.0,Niedersachsen
,,,,K1057,53.0,77106.0,111716.45,männlich,51.0,Nordrhein-Westfalen
,,,,K0499,54.0,43162.0,81298.0,männlich,34.0,Niedersachsen
,,,,K0733,45.0,42110.0,67204.52,männlich,33.0,Baden-Württemberg
,,,,K0740,33.0,27264.0,49485.54,männlich,15.0,Brandenburg
,,,,K0012,65.0,73235.0,115599.05,weiblich,40.0,Baden-Württemberg
,,,,K0397,58.0,70268.0,103403.43,männlich,48.0,Nordrhein-Westfalen
,,,,K0668,39.0,35011.0,57408.01,weiblich,32.0,Sachsen
,,,,K0946,69.0,61320.0,113385.31,männlich,50.0,Hessen
,,,,K0043,31.0,26047.0,63491.25,männlich,24.0,Baden-Württemberg
,,,,K0168,61.0,76325.0,116425.9,männlich,45.0,Sachsen
,,,,K0417,62.0,84673.0,118973.65,männlich,57.0,Brandenburg
,,,,K0577,57.0,77726.0,125762.16,weiblich,56.0,Thüringen
,,,,K0904,63.0,80199.0,138366.29,weiblich,70.0,Baden-Württemberg
,,,,K0427,48.0,77759.0,130352.49,weiblich,42.0,Baden-Württemberg
,,,,K0545,58.0,63366.0,104762.36,männlich,49.0,Baden-Württemberg
,,,,K1034,44.0,62396.0,94641.94,weiblich,43.0,Niedersachsen
,,,,K1084,45.0,45825.0,80681.1,männlich,42.0,Baden-Württemberg
,,,,K0844,35.0,35242.0,63070.96,männlich,34.0,Baden-Württemberg
,,,,K0741,54.0,72410.0,117491.52,männlich,53.0,Sachsen
,,,,K0258,54.0,49596.0,68169.84,weiblich,40.0,Hamburg
,,,,K0336,55.0,50959.0,88240.21,männlich,46.0,Niedersachsen
,,,,K0016,51.0,47883.0,90273.18,männlich,45.0,Berlin
,,,,K0758,70.0,89117.0,128700.13,weiblich,63.0,Baden-Württemberg
,,,,K0325,52.0,66602.0,98756.07,weiblich,45.0,Bayern
,,,,K0913,40.0,56643.0,96334.06,weiblich,35.0,Baden-Württemberg
,,,,K0906,64.0,92461.0,105443.46,männlich,66.0,Nordrhein-Westfalen
,,,,K0223,69.0,83089.0,136022.46,männlich,42.0,Bayern
,,,,K0180,57.0,75347.0,111539.65,weiblich,49.0,Berlin
,,,,K0100,41.0,63780.0,90449.48,weiblich,47.0,Niedersachsen
,,,,K0522,45.0,38876.0,78038.11,männlich,45.0,Nordrhein-Westfalen
,,,,K0023,62.0,75575.0,124516.56,männlich,50.0,Nordrhein-Westfalen
,,,,K0357,54.0,51135.0,95898.4,männlich,36.0,Nordrhein-Westfalen
,,,,K0802,54.0,71828.0,99915.01,weiblich,54.0,Nordrhein-Westfalen
,,,,K1025,52.0,58284.0,93481.79,männlich,43.0,Nordrhein-Westfalen
,,,,K0612,57.0,62292.0,99289.0,männlich,46.0,Nordrhein-Westfalen
,,,,K1071,69.0,85191.0,134143.64,weiblich,55.0,Nordrhein-Westfalen
,,,,K0341,36.0,28194.0,33483.78,weiblich,33.0,Baden-Württemberg
,,,,K0432,45.0,45178.0,70342.95,weiblich,43.0,Sachsen
,,,,K0852,59.0,70484.0,107496.17,weiblich,58.0,Brandenburg
,,,,K0991,56.0,79765.0,117216.16,männlich,59.0,Niedersachsen
,,,,K0204,38.0,38681.0,65930.74,männlich,36.0,Nordrhein-Westfalen
,,,,K0760,55.0,53760.0,93912.15,weiblich,33.0,Bayern
,,,,K0094,68.0,83716.0,125611.48,weiblich,53.0,Bayern
,,,,K1039,55.0,62026.0,79649.63,weiblich,61.0,Baden-Württemberg
,,,,K0069,69.0,71612.0,116360.51,männlich,42.0,Berlin
,,,,K0751,47.0,60658.0,87172.44,weiblich,39.0,Hessen
,,,,K0285,67.0,87141.0,147149.94,weiblich,65.0,Berlin
,,,,K1060,51.0,66558.0,115445.45,männlich,54.0,Sachsen
,,,,K0435,31.0,28390.0,59963.88,weiblich,29.0,Baden-Württemberg
,,,,K0154,30.0,14993.0,33678.17,weiblich,34.0,Baden-Württemberg
,,,,K0076,70.0,86939.0,132147.29,weiblich,67.0,Hamburg
,,,,K0876,32.0,43734.0,49055.81,weiblich,34.0,Nordrhein-Westfalen
,,,,K0581,35.0,39852.0,63972.97,männlich,35.0,Bayern
,,,,K0447,32.0,30856.0,27934.83,männlich,18.0,Nordrhein-Westfalen
,,,,K0189,61.0,73383.0,105062.59,weiblich,49.0,Baden-Württemberg
,,,,K0272,43.0,54023.0,67446.84,männlich,36.0,Sachsen
,,,,K0237,41.0,62190.0,72016.19,männlich,46.0,Baden-Württemberg
,,,,K0488,61.0,72690.0,101692.85,weiblich,55.0,Hessen
,,,,K1068,49.0,56341.0,83125.26,männlich,45.0,Baden-Württemberg
,,,,K0560,68.0,76627.0,106279.31,männlich,59.0,Nordrhein-Westfalen
,,,,K0118,55.0,51515.0,78247.78,weiblich,51.0,Thüringen
,,,,K0884,42.0,44684.0,87308.31,weiblich,39.0,Baden-Württemberg
,,,,K0972,62.0,79791.0,101275.87,weiblich,48.0,Nordrhein-Westfalen
,,,,K0513,48.0,67677.0,94002.32,männlich,42.0,Baden-Württemberg
,,,,K0634,54.0,42499.0,75331.36,männlich,45.0,Sachsen
,,,,K0662,67.0,94092.0,135212.01,männlich,63.0,Bayern
,,,,K0959,65.0,59789.0,96988.98,männlich,45.0,Niedersachsen
,,,,K0715,59.0,68591.0,85536.41,männlich,50.0,Berlin
,,,,K0127,61.0,83098.0,116002.86,männlich,53.0,Baden-Württemberg
,,,,K0117,34.0,39181.0,41898.43,weiblich,39.0,Baden-Württemberg
,,,,K0474,50.0,65573.0,99556.57,männlich,40.0,Bayern
,,,,K0829,35.0,58918.0,82500.37,männlich,57.0,Nordrhein-Westfalen
,,,,K0058,47.0,57101.0,79106.97,männlich,43.0,Sachsen
,,,,K0604,61.0,63590.0,86929.76,weiblich,34.0,Baden-Württemberg
,,,,K0810,70.0,68456.0,111312.94,männlich,51.0,Nordrhein-Westfalen
,,,,K0657,57.0,81401.0,113014.09,männlich,49.0,Bayern
,,,,K0759,41.0,49301.0,68579.84,männlich,49.0,Nordrhein-Westfalen
,,,,K0106,64.0,75171.0,112055.97,männlich,53.0,Nordrhein-Westfalen
,,,,K0636,39.0,45869.0,80389.23,männlich,32.0,Baden-Württemberg
,,,,K0370,59.0,55669.0,84097.56,weiblich,31.0,Baden-Württemberg
,,,,K0269,62.0,63275.0,110109.58,männlich,38.0,Bayern
,,,,K0656,35.0,51440.0,76009.29,weiblich,50.0,Nordrhein-Westfalen
,,,,K0047,37.0,45467.0,75752.08,männlich,43.0,Niedersachsen
,,,,K0350,44.0,47183.0,70636.85,männlich,34.0,Baden-Württemberg
,,,,K0196,53.0,70100.0,107089.66,männlich,54.0,Hessen
,,,,K0103,52.0,69175.0,103778.57,männlich,54.0,Hessen
,,,,K0992,34.0,16069.0,36929.31,weiblich,20.0,Nordrhein-Westfalen
,,,,K0947,68.0,54974.0,83002.22,männlich,42.0,Nordrhein-Westfalen
,,,,K0916,43.0,58063.0,93120.95,männlich,45.0,Baden-Württemberg
,,,,K0882,39.0,42008.0,69244.54,weiblich,45.0,Baden-Württemberg
,,,,K0264,31.0,31826.0,61856.99,weiblich,20.0,Baden-Württemberg
,,,,K1062,57.0,66921.0,95988.37,weiblich,57.0,Bayern
,,,,K0444,62.0,84548.0,110128.73,männlich,58.0,Bayern
,,,,K0811,47.0,69003.0,102390.57,weiblich,46.0,Baden-Württemberg
,,,,K0878,35.0,40901.0,66275.03,männlich,49.0,Sachsen
,,,,K0305,70.0,84543.0,128417.08,männlich,60.0,Baden-Württemberg
,,,,K0342,65.0,88138.0,123538.59,weiblich,58.0,Baden-Württemberg
,,,,K1002,41.0,38996.0,66237.4,weiblich,28.0,Bayern
,,,,K0314,52.0,68820.0,88926.82,weiblich,45.0,Nordrhein-Westfalen
,,,,K0150,57.0,57191.0,96831.38,weiblich,53.0,Hessen
,,,,K0125,55.0,67004.0,114150.05,männlich,51.0,Hamburg
,,,,K0937,52.0,66760.0,103242.45,männlich,45.0,Bayern
,,,,K0977,53.0,53504.0,98914.66,männlich,42.0,Nordrhein-Westfalen
,,,,K0665,66.0,82882.0,127752.43,weiblich,56.0,Nordrhein-Westfalen
,,,,K0051,65.0,70352.0,92584.18,weiblich,49.0,Sachsen
,,,,K0354,61.0,65481.0,95229.38,männlich,44.0,Bayern
,,,,K1061,55.0,51720.0,98714.27,männlich,34.0,Niedersachsen
,,,,K0143,31.0,36296.0,35482.61,weiblich,31.0,Nordrhein-Westfalen
,,,,K0471,58.0,65705.0,102678.3,weiblich,57.0,Sachsen
,,,,K0654,30.0,23521.0,24543.56,männlich,24.0,Berlin
,,,,K0400,55.0,67168.0,95526.72,weiblich,57.0,Bayern
,,,,K0754,50.0,59847.0,95607.73,männlich,43.0,Nordrhein-Westfalen
,,,,K0321,69.0,69084.0,107414.81,männlich,41.0,Thüringen
,,,,K0020,67.0,78468.0,123598.99,weiblich,47.0,Baden-Württemberg
,,,,K0685,55.0,77056.0,118343.37,männlich,54.0,Bayern
,,,,K0962,62.0,80910.0,108522.61,weiblich,59.0,Bayern
,,,,K0941,46.0,46834.0,71854.37,männlich,47.0,Baden-Württemberg
,,,,K0999,37.0,50552.0,83913.36,männlich,45.0,Hessen
,,,,K0408,59.0,79812.0,112833.38,männlich,50.0,Sachsen
,,,,K0538,36.0,41243.0,55677.0,männlich,31.0,Hamburg
,,,,K0953,44.0,39771.0,72076.48,männlich,32.0,Baden-Württemberg
,,,,K0966,33.0,57513.0,62722.06,weiblich,44.0,Bayern
,,,,K0039,55.0,61857.0,104214.07,männlich,52.0,Baden-Württemberg
,,,,K0176,66.0,61785.0,108131.17,weiblich,52.0,Sachsen
,,,,K0246,32.0,40729.0,54787.08,männlich,33.0,Baden-Württemberg
,,,,K0985,31.0,30097.0,59710.03,männlich,26.0,Hessen
,,,,K0803,46.0,47322.0,73162.63,männlich,34.0,Baden-Württemberg
,,,,K0901,43.0,35922.0,51533.78,weiblich,27.0,Hessen
,,,,K1054,54.0,85929.0,129836.57,männlich,66.0,Hessen
,,,,K0155,56.0,73496.0,94040.73,weiblich,47.0,Niedersachsen
,,,,K0639,62.0,76582.0,124774.93,weiblich,61.0,Bayern
,,,,K0663,32.0,45882.0,78435.1,männlich,45.0,Baden-Württemberg
,,,,K0288,56.0,58547.0,99077.0,weiblich,60.0,Berlin
,,,,K0626,42.0,56364.0,66173.96,männlich,50.0,Nordrhein-Westfalen
,,,,K0686,63.0,66387.0,112799.7,weiblich,44.0,Niedersachsen
,,,,K0880,34.0,43401.0,58491.97,männlich,36.0,Baden-Württemberg
,,,,K0570,57.0,40164.0,77779.65,weiblich,46.0,Hessen
,,,,K0890,38.0,35130.0,52189.58,männlich,51.0,Hessen
,,,,K0018,53.0,55741.0,83296.61,weiblich,41.0,Berlin
,,,,K0128,68.0,93769.0,137923.28,männlich,42.0,Bayern
,,,,K0323,61.0,67757.0,107610.75,weiblich,47.0,Nordrhein-Westfalen
,,,,K0256,49.0,35194.0,65668.36,männlich,28.0,Nordrhein-Westfalen
,,,,K0790,67.0,91461.0,131748.07,männlich,66.0,Berlin
,,,,K1087,47.0,40566.0,54913.08,weiblich,30.0,Hamburg
,,,,K0191,61.0,68606.0,99514.15,männlich,41.0,Bayern
,,,,K0116,30.0,45256.0,62326.68,männlich,37.0,Bayern
,,,,K1081,58.0,60549.0,95376.05,weiblich,44.0,Nordrhein-Westfalen
,,,,K1013,34.0,40849.0,60157.5,männlich,36.0,Bayern
,,,,K0607,67.0,80824.0,132575.6,männlich,52.0,Baden-Württemberg
,,,,K0181,52.0,63832.0,84810.82,weiblich,35.0,Berlin
,,,,K0302,58.0,48580.0,77722.17,männlich,32.0,Baden-Württemberg
,,,,K0907,64.0,71888.0,108277.84,weiblich,49.0,Baden-Württemberg
,,,,K0854,31.0,29275.0,51628.74,männlich,30.0,Hessen
,,,,K0867,41.0,39563.0,78550.75,männlich,39.0,Baden-Württemberg
,,,,K0821,55.0,59442.0,88964.7,männlich,36.0,Sachsen
,,,,K0797,68.0,67429.0,100668.95,weiblich,54.0,Bayern
,,,,K0518,54.0,71244.0,92301.85,männlich,51.0,Baden-Württemberg
,,,,K0373,45.0,50903.0,79988.48,männlich,52.0,Baden-Württemberg
,,,,K0046,36.0,69703.0,86119.52,weiblich,50.0,Niedersachsen
,,,,K0477,66.0,76920.0,113661.11,männlich,53.0,Hamburg
,,,,K0158,32.0,52664.0,72598.33,männlich,53.0,Baden-Württemberg
,,,,K0891,46.0,58260.0,104933.18,männlich,43.0,Bayern
,,,,K0172,41.0,59921.0,111734.31,weiblich,40.0,Nordrhein-Westfalen
,,,,K0017,31.0,42377.0,69094.76,männlich,31.0,Bayern
,,,,K0512,60.0,64260.0,95392.37,weiblich,33.0,Hessen
,,,,K0049,43.0,42342.0,66374.97,männlich,37.0,Thüringen
,,,,K0192,33.0,30037.0,62787.47,männlich,28.0,Baden-Württemberg
,,,,K1000,52.0,84942.0,110785.84,männlich,49.0,Nordrhein-Westfalen
,,,,K0516,64.0,84143.0,106701.56,weiblich,42.0,Bayern
,,,,K1102,39.0,40159.0,67170.69,männlich,37.0,Niedersachsen
,,,,K0822,63.0,71039.0,98163.51,männlich,48.0,Thüringen
,,,,K0481,64.0,64626.0,113550.22,weiblich,55.0,Sachsen
,,,,K0284,67.0,93757.0,134096.72,männlich,54.0,Berlin
,,,,K0860,35.0,52473.0,86012.47,männlich,57.0,Nordrhein-Westfalen
,,,,K0787,32.0,47570.0,82420.11,männlich,38.0,Hessen
,,,,K0226,57.0,73261.0,95081.32,weiblich,52.0,Baden-Württemberg
,,,,K0027,56.0,61920.0,94455.39,männlich,49.0,Nordrhein-Westfalen
,,,,K0933,43.0,70080.0,94723.69,weiblich,48.0,Baden-Württemberg
,,,,K0438,56.0,74505.0,103566.8,männlich,50.0,Baden-Württemberg
,,,,K1075,42.0,70246.0,94369.73,männlich,44.0,Sachsen
,,,,K0365,34.0,24647.0,49746.45,männlich,26.0,Sachsen
,,,,K0230,59.0,61009.0,103904.6,weiblich,40.0,Baden-Württemberg
,,,,K0038,33.0,41309.0,82824.09,männlich,25.0,Baden-Württemberg
,,,,K0670,46.0,62109.0,79387.46,männlich,50.0,Nordrhein-Westfalen
,,,,K0750,34.0,45499.0,58717.86,männlich,40.0,Nordrhein-Westfalen
,,,,K1088,30.0,37341.0,41316.33,männlich,32.0,Bayern
,,,,K0375,59.0,56937.0,109491.66,männlich,55.0,Berlin
,,,,K0470,40.0,41023.0,59175.54,weiblich,49.0,Nordrhein-Westfalen
,,,,K1089,43.0,53520.0,94866.27,männlich,44.0,Sachsen
,,,,K0688,41.0,31809.0,44588.0,männlich,27.0,Sachsen
,,,,K1012,33.0,43075.0,60255.17,männlich,37.0,Nordrhein-Westfalen
,,,,K0842,53.0,43943.0,71806.29,männlich,35.0,Niedersachsen
,,,,K0870,43.0,48335.0,68096.85,weiblich,42.0,Hessen
,,,,K0195,67.0,72430.0,116130.92,männlich,43.0,Berlin
,,,,K1043,55.0,52440.0,73482.49,weiblich,41.0,Hessen
,,,,K1027,66.0,79684.0,111685.27,weiblich,44.0,Bayern
,,,,K0504,41.0,49106.0,60659.78,männlich,35.0,Baden-Württemberg
,,,,K1090,31.0,32891.0,59486.79,weiblich,34.0,Bayern
,,,,K0988,65.0,79806.0,124673.13,weiblich,69.0,Berlin
,,,,K0580,67.0,93933.0,124053.4,weiblich,61.0,Baden-Württemberg
,,,,K0161,37.0,45011.0,63758.96,männlich,38.0,Berlin
,,,,K0681,57.0,68984.0,81325.05,weiblich,41.0,Berlin
,,,,K1041,64.0,70698.0,118855.24,männlich,45.0,Brandenburg
,,,,K0163,38.0,49724.0,69448.24,weiblich,33.0,Nordrhein-Westfalen
,,,,K0706,47.0,51053.0,89354.82,männlich,49.0,Nordrhein-Westfalen
,,,,K1015,37.0,66600.0,86748.87,männlich,49.0,Niedersachsen
,,,,K0153,62.0,64538.0,113786.43,männlich,49.0,Baden-Württemberg
,,,,K0817,48.0,48903.0,59895.32,weiblich,38.0,Baden-Württemberg
,,,,K0866,49.0,65479.0,92555.99,männlich,45.0,Sachsen
,,,,K0903,38.0,61052.0,93849.29,männlich,39.0,Niedersachsen
,,,,K0112,64.0,79138.0,114319.8,weiblich,59.0,Nordrhein-Westfalen
,,,,K0227,54.0,70130.0,127478.45,männlich,46.0,Hessen
,,,,K0824,66.0,74400.0,114577.68,männlich,51.0,Bayern
,,,,K0104,53.0,59879.0,92542.02,männlich,39.0,Niedersachsen
,,,,K0422,34.0,39127.0,71127.46,weiblich,27.0,Thüringen
,,,,K0420,52.0,77055.0,121764.28,männlich,60.0,Baden-Württemberg
,,,,K0897,64.0,91409.0,140161.07,männlich,76.0,Sachsen
,,,,K0587,66.0,86787.0,127064.84,weiblich,54.0,Hessen
,,,,K0931,68.0,80968.0,135002.85,männlich,47.0,Sachsen
,,,,K0673,38.0,45470.0,72615.51,männlich,40.0,Sachsen
,,,,K0120,68.0,80444.0,131551.59,männlich,44.0,Thüringen
,,,,K0054,31.0,33214.0,58416.51,männlich,31.0,Sachsen
,,,,K0152,68.0,73781.0,120941.76,weiblich,55.0,Baden-Württemberg
,,,,K0404,58.0,54668.0,99426.78,männlich,42.0,Baden-Württemberg
,,,,K1103,48.0,45545.0,75700.83,weiblich,30.0,Berlin
,,,,K0208,32.0,35961.0,42830.37,weiblich,28.0,Niedersachsen
,,,,K0659,34.0,43862.0,91438.09,männlich,32.0,Sachsen
,,,,K1005,69.0,84021.0,133358.19,männlich,56.0,Baden-Württemberg
,,,,K0911,58.0,48755.0,95736.22,männlich,43.0,Bayern
,,,,K0009,40.0,50085.0,68956.52,weiblich,42.0,Bayern
,,,,K0960,58.0,67540.0,106543.4,männlich,47.0,Bayern
,,,,K0037,47.0,63067.0,102867.75,männlich,41.0,Bayern
,,,,K0453,42.0,47953.0,65155.0,männlich,45.0,Bayern
,,,,K0652,70.0,86609.0,142906.55,männlich,60.0,Bayern
,,,,K0254,67.0,53207.0,90531.33,männlich,41.0,Nordrhein-Westfalen
,,,,K0304,64.0,82125.0,99958.46,weiblich,66.0,Berlin
,,,,K0893,40.0,40278.0,45917.71,männlich,37.0,Bayern
,,,,K0572,70.0,80568.0,120515.75,weiblich,43.0,Nordrhein-Westfalen
,,,,K0624,62.0,70035.0,98348.59,männlich,52.0,Niedersachsen
,,,,K0849,33.0,41209.0,56426.61,männlich,30.0,Baden-Württemberg
,,,,K1104,63.0,80414.0,101554.64,männlich,49.0,Sachsen
,,,,K0851,35.0,41525.0,75726.31,männlich,30.0,Bayern
,,,,K0263,47.0,67211.0,84216.96,männlich,45.0,Thüringen
,,,,K0611,37.0,48132.0,63544.0,männlich,32.0,Bayern
,,,,K0298,64.0,72069.0,116154.84,männlich,47.0,Berlin
,,,,K0415,68.0,59013.0,165482.31,männlich,60.0,Niedersachsen
,,,,K0151,54.0,56914.0,83783.08,weiblich,36.0,Berlin
,,,,K0939,62.0,73197.0,115604.15,weiblich,41.0,Hessen
,,,,K0779,57.0,40366.0,58229.04,männlich,23.0,Berlin
,,,,K0641,47.0,55970.0,76520.05,männlich,40.0,Sachsen
,,,,K1040,70.0,73211.0,121272.09,weiblich,64.0,Sachsen
,,,,K0551,51.0,51743.0,91562.01,männlich,42.0,Baden-Württemberg
,,,,K0942,62.0,75303.0,116978.57,männlich,48.0,Nordrhein-Westfalen
,,,,K0489,66.0,64077.0,109821.52,männlich,48.0,Nordrhein-Westfalen
,,,,K0820,35.0,35300.0,58384.57,männlich,33.0,Baden-Württemberg
,,,,K0711,67.0,71177.0,112500.75,männlich,57.0,Baden-Württemberg
,,,,K0148,59.0,79235.0,130383.85,weiblich,68.0,Thüringen
,,,,K0147,49.0,52215.0,87326.82,männlich,37.0,Niedersachsen
,,,,K0863,48.0,54204.0,86153.64,weiblich,54.0,Nordrhein-Westfalen
,,,,K0346,45.0,40446.0,76851.18,weiblich,41.0,Brandenburg
,,,,K0885,69.0,79491.0,127058.7,männlich,74.0,Nordrhein-Westfalen
,,,,K1036,38.0,46165.0,60325.44,männlich,35.0,Berlin
,,,,K0660,60.0,56507.0,84172.64,weiblich,41.0,Berlin
,,,,K0771,65.0,69167.0,110950.37,männlich,42.0,Niedersachsen
,,,,K0349,52.0,81387.0,91299.91,männlich,55.0,Hessen
,,,,K0464,39.0,47664.0,71040.72,männlich,36.0,Berlin
,,,,K0326,31.0,43389.0,52734.87,weiblich,47.0,Sachsen
,,,,K0187,31.0,39617.0,60089.79,männlich,35.0,Berlin
,,,,K0124,44.0,52258.0,72060.58,weiblich,47.0,Bayern
,,,,K1016,57.0,76694.0,120681.69,weiblich,58.0,Bayern
,,,,K0609,53.0,66225.0,78191.01,männlich,49.0,Hessen
,,,,K0144,35.0,56593.0,74955.3,männlich,51.0,Brandenburg
,,,,K0752,57.0,60125.0,89090.25,männlich,41.0,Bayern
,,,,K1082,58.0,56452.0,86683.9,weiblich,37.0,Baden-Württemberg
,,,,K0198,63.0,76247.0,103879.52,männlich,40.0,Niedersachsen
,,,,K0610,57.0,81624.0,123507.46,männlich,63.0,Berlin
,,,,K0837,32.0,55589.0,60798.72,weiblich,44.0,Berlin
,,,,K0280,41.0,28790.0,55293.51,weiblich,44.0,Niedersachsen
,,,,K0294,62.0,68397.0,92611.11,weiblich,49.0,Hessen
,,,,K0989,65.0,52291.0,83234.33,weiblich,40.0,Sachsen
,,,,K0401,45.0,46062.0,61105.39,männlich,25.0,Nordrhein-Westfalen
,,,,K0123,44.0,57848.0,81081.18,männlich,43.0,Bayern
,,,,K0184,62.0,73353.0,104733.83,weiblich,51.0,Berlin
,,,,K0203,62.0,75407.0,115505.36,männlich,55.0,Brandenburg
,,,,K0439,49.0,63205.0,92627.74,weiblich,35.0,Berlin
,,,,K0836,38.0,46525.0,80802.74,männlich,34.0,Bayern
,,,,K0247,49.0,73660.0,107200.27,männlich,51.0,Bayern
,,,,K0416,65.0,72055.0,105462.29,männlich,51.0,Brandenburg
,,,,K0927,54.0,55557.0,72637.98,männlich,38.0,Bayern
,,,,K0914,70.0,77481.0,114318.99,männlich,60.0,Baden-Württemberg
,,,,K1050,63.0,69742.0,94365.56,männlich,43.0,Berlin
,,,,K0918,64.0,65754.0,95513.44,männlich,53.0,Hamburg
,,,,K0053,33.0,47124.0,79603.78,männlich,35.0,Bayern
,,,,K0130,33.0,37491.0,53138.58,weiblich,32.0,Niedersachsen
,,,,K0638,34.0,27982.0,31074.53,weiblich,28.0,Bayern
,,,,K0403,51.0,58438.0,90811.71,männlich,52.0,Baden-Württemberg
,,,,K0935,67.0,69567.0,128522.22,männlich,53.0,Brandenburg
,,,,K0921,34.0,23826.0,48808.86,weiblich,34.0,Niedersachsen
,,,,K0736,45.0,62178.0,85463.8,männlich,46.0,Baden-Württemberg
,,,,K0855,44.0,68447.0,96292.93,weiblich,47.0,Sachsen
,,,,K1053,53.0,59694.0,91743.18,männlich,40.0,Sachsen
,,,,K0220,69.0,74254.0,102553.46,männlich,63.0,Bayern
,,,,K0642,61.0,74239.0,106676.91,männlich,65.0,Thüringen
,,,,K0002,58.0,65271.0,106258.99,männlich,44.0,Nordrhein-Westfalen
,,,,K0899,60.0,73978.0,109383.25,weiblich,44.0,Baden-Württemberg
,,,,K1076,59.0,80507.0,122494.92,männlich,52.0,Baden-Württemberg
,,,,K0081,36.0,27831.0,38628.85,weiblich,37.0,Bayern
,,,,K0625,49.0,58030.0,102268.68,männlich,38.0,Nordrhein-Westfalen
,,,,K0997,67.0,88160.0,116308.36,weiblich,67.0,Hessen
,,,,K0909,69.0,80988.0,130219.27,weiblich,57.0,Baden-Württemberg
,,,,K0387,30.0,40170.0,63566.56,männlich,44.0,Hessen
,,,,K1092,59.0,63905.0,94428.01,männlich,38.0,Bayern
,,,,K0807,33.0,41016.0,61945.93,weiblich,36.0,Bayern
,,,,K0510,57.0,57867.0,78941.48,weiblich,35.0,Bayern
,,,,K0268,65.0,73022.0,100337.77,weiblich,64.0,Niedersachsen
,,,,K0973,67.0,78366.0,109630.95,männlich,55.0,Nordrhein-Westfalen
,,,,K0442,64.0,67455.0,116446.72,männlich,38.0,Nordrhein-Westfalen
,,,,K0497,46.0,46352.0,76759.63,männlich,22.0,Bayern
,,,,K0830,33.0,34894.0,60765.14,männlich,29.0,Baden-Württemberg
,,,,K0113,66.0,70138.0,102407.29,männlich,59.0,Berlin
,,,,K0692,59.0,61988.0,83817.23,weiblich,34.0,Baden-Württemberg
,,,,K0233,45.0,62886.0,91266.15,männlich,50.0,Nordrhein-Westfalen
,,,,K0472,65.0,82579.0,119442.59,weiblich,52.0,Nordrhein-Westfalen
,,,,K0608,41.0,38158.0,49170.73,weiblich,37.0,Nordrhein-Westfalen
,,,,K0672,43.0,41643.0,68969.85,weiblich,25.0,Berlin
,,,,K0374,42.0,63339.0,90132.53,männlich,54.0,Nordrhein-Westfalen
,,,,K0827,50.0,45848.0,48780.22,männlich,47.0,Hessen
,,,,K0664,52.0,58625.0,113237.35,männlich,46.0,Sachsen
,,,,K1004,42.0,41463.0,74976.67,männlich,43.0,Baden-Württemberg
,,,,K0234,55.0,66624.0,94540.15,männlich,36.0,Hessen
,,,,K0819,66.0,95730.0,138765.11,männlich,63.0,Nordrhein-Westfalen
,,,,K0936,62.0,66385.0,110890.06,männlich,45.0,Hessen
,,,,K0677,30.0,28784.0,42416.07,männlich,34.0,Berlin-Mitte
,,,,K0318,54.0,72215.0,117790.98,männlich,42.0,Sachsen
,,,,K0649,42.0,55975.0,80767.86,weiblich,38.0,Nordrhein-Westfalen
,,,,K0411,45.0,60218.0,102902.04,männlich,41.0,Hamburg
,,,,K1044,40.0,40385.0,60570.44,weiblich,38.0,Baden-Württemberg
,,,,K0710,63.0,58435.0,87561.26,männlich,47.0,Thüringen
,,,,K0359,51.0,40228.0,64816.33,männlich,31.0,Hessen
,,,,K0259,64.0,64196.0,107141.39,männlich,48.0,Bayern
,,,,K0745,56.0,81045.0,125101.5,weiblich,58.0,Berlin
,,,,K0628,58.0,49747.0,77878.69,männlich,48.0,Hamburg
,,,,K0633,34.0,65070.0,98105.63,männlich,57.0,Hamburg
,,,,K0283,59.0,76842.0,94309.74,weiblich,47.0,Baden-Württemberg
,,,,K0377,46.0,40684.0,66968.71,männlich,36.0,Niedersachsen
,,,,K0385,41.0,46713.0,49617.32,männlich,40.0,Bayern
,,,,K0225,40.0,50730.0,69432.02,männlich,30.0,Baden-Württemberg
,,,,K1079,61.0,59927.0,100903.48,männlich,47.0,Baden-Württemberg
,,,,K0967,51.0,47827.0,71298.43,männlich,39.0,Thüringen
,,,,K0473,54.0,60025.0,74740.62,männlich,42.0,Berlin
,,,,K0348,41.0,62740.0,91641.0,weiblich,52.0,Niedersachsen
,,,,K0506,48.0,45333.0,65343.65,männlich,40.0,Hessen
,,,,K0640,30.0,41029.0,70761.65,weiblich,32.0,Hessen
,,,,K1099,32.0,23753.0,40179.55,weiblich,22.0,Bayern
,,,,K0798,46.0,51329.0,77922.3,männlich,32.0,Thüringen
,,,,K0340,42.0,48275.0,70990.88,männlich,42.0,Thüringen
,,,,K0556,65.0,60136.0,116989.74,männlich,44.0,Hessen
,,,,K0620,65.0,55071.0,90033.88,männlich,41.0,Niedersachsen
,,,,K1020,43.0,52541.0,79916.64,weiblich,36.0,Hessen
