KundeNr,Alter,Geschlecht,Zeit,Einkommen,Preis,Niederlassung
K0557,35,0,"33,0","59218,0","89824,77",Berlin
K0682,60,1,"53,0","71186,0","115349,19",Hessen
K0578,54,1,"59,0","55199,0","64942,31",Baden-Württemberg
K0796,39,1,"44,0","61809,0","80843,31",Nordrhein-Westfalen
K0086,53,1,"50,0","61613,0","99068,03",Brandenburg
K0243,64,1,"55,0","71112,0","121577,09",Hamburg
K0699,31,1,"31,0","44046,0","51186,35",Thüringen
K0839,69,1,"61,0","72349,0","103823,85",Baden-Württemberg
K0160,35,1,"25,0","55716,0","63069,62",Sachsen
K0525,43,1,"43,0","53186,0","93969,09",Hamburg
K0036,68,1,"48,0","79182,0","125939,52",Baden-Württemberg
K0541,38,1,"56,0","59079,0","92587,82",Berlin
K0171,70,1,"66,0","95326,0","133593,66",Baden-Württemberg
K0655,50,1,"47,0","48277,0","88936,09",Nordrhein-Westfalen
K0749,50,1,"55,0","78249,0","114846,09",Nordrhein-Westfalen
K1021,69,1,"65,0","59013,0","125140,05",Bayern
K1009,69,0,"51,0","77887,0","126098,91",Hessen
K0485,61,1,"50,0","94363,0","137974,71",Bayern
K0734,60,1,"33,0","61431,0","105250,41",Bayern
K0900,34,0,"39,0","46252,0","62891,18",Berlin
K0096,57,1,"35,0","60138,0","102300,93",Baden-Württemberg
K0564,48,1,"31,0","57825,0","94299,04",Thüringen
K0241,38,1,"32,0","35214,0","50205,8",Bayern
K0743,61,0,"51,0","65648,0","100202,5",Berlin
K0864,49,1,"41,0","60621,0","81988,0",Hessen
K0575,32,0,"47,0","61059,0","81549,78",Nordrhein-Westfalen
K0691,59,1,"53,0","60769,0","72785,83",Baden-Württemberg
K0461,37,0,"59,0","60379,0","83542,5",Thüringen
K0892,38,1,"31,0","51844,0","60596,45",Sachsen
K0554,54,1,"44,0","71830,0","113981,18",Bayern
K0858,55,1,"55,0","75123,0","97596,04",Nordrhein-Westfalen
K1032,30,0,"28,0","29432,0","61522,97",Nordrhein-Westfalen
K0207,58,0,"36,0","46940,0","78383,96",Baden-Württemberg
K0393,45,1,"36,0","52953,0","69536,92",Brandenburg
K0795,57,0,"51,0","68942,0","96688,41",Nordrhein-Westfalen
K0871,67,1,"56,0","73602,0","124908,81",Nordrhein-Westfalen
K0398,32,0,"46,0","58361,0","71055,84",Nordrhein-Westfalen
K0767,51,0,"59,0","71583,0","99159,39",Baden-Württemberg
K1010,41,1,"42,0","50856,0","87967,12",Nordrhein-Westfalen
K0218,70,0,"54,0","73363,0","111223,31",Hamburg
K0005,50,0,"40,0","56621,0","92898,67",Bayern
K0769,46,0,"48,0","49781,0","73484,48",Hessen
K0643,40,1,"36,0","43259,0","58493,0",Niedersachsen
K0462,58,0,"65,0","67418,0","95613,26",Bayern
K0943,31,0,"26,0","27160,0","40495,11",Bayern
K0613,65,1,"52,0","60902,0","114790,5",Niedersachsen
K0739,69,0,"55,0","67799,0","99345,38",Bayern
K0961,67,0,"57,0","81679,0","124223,23",Bayern
K0547,67,0,"44,0","74189,0","118596,14",Baden-Württemberg
K0987,60,0,"64,0","70775,0","101574,15",Baden-Württemberg
K0726,34,1,"53,0","52759,0","77110,67",Niedersachsen
K1097,58,1,"45,0","68451,0","114851,71",Nordrhein-Westfalen
K0684,68,1,"54,0","84609,0","123507,33",Baden-Württemberg
K0099,37,0,"32,0","48532,0","68786,85",Hessen
K0805,49,1,"51,0","69675,0","92342,53",Baden-Württemberg
K0728,35,1,"32,0","24355,0","55167,61",Hessen
K0574,30,0,"21,0","36552,0","51200,08",Baden-Württemberg
K0407,34,1,"34,0","44113,0","69211,99",Sachsen
K0503,65,0,"36,0","68189,0","97143,57",Nordrhein-Westfalen
K0048,64,0,"63,0","77668,0","116246,65",Baden-Württemberg
K0033,36,0,"38,0","24397,0","32833,88",Baden-Württemberg
K0930,37,1,"26,0","44420,0","51519,02",Bayern
K0780,52,1,"31,0","60063,0","109287,55",Niedersachsen
K0840,66,0,"62,0","94518,0","119618,58",Thüringen
K0201,40,1,"47,0","55005,0","76273,78",Berlin
K0135,44,0,"45,0","43460,0","71339,81",Hessen
K0028,57,1,"53,0","83306,0","112854,14",Sachsen
K0041,38,1,"46,0","55278,0","95883,59",Baden-Württemberg
K1018,38,1,"40,0","54775,0","75261,51",Hamburg
K0231,64,0,"55,0","89881,0","120551,98",Hessen
K0490,41,1,"47,0","57422,0","75053,42",Nordrhein-Westfalen
K0773,37,0,"29,0","30511,0","63585,76",Niedersachsen
K0379,57,1,"47,0","66962,0","103890,1",Sachsen
K0289,63,1,"42,0","65128,0","111253,56",Berlin
K0419,66,1,"48,0","80562,0","121433,27",Bayern
K0392,30,1,"23,0","23168,0","38984,74",Thüringen
K0593,70,1,"60,0","76112,0","107199,46",Sachsen
K0648,56,1,"55,0","65663,0","107678,5",Hessen
K0521,52,1,"59,0","77888,0","105968,69",Bayern
K0065,44,0,"36,0","47332,0","84281,71",Baden-Württemberg
K0015,32,1,"36,0","43022,0","50811,55",Sachsen
K0493,54,1,"59,0","65610,0","78467,12",Berlin
K0380,55,1,"50,0","69487,0","93455,52",Thüringen
K0188,55,0,"52,0","76066,0","112809,53",Hamburg
K0764,56,1,"63,0","76011,0","125585,18",Nordrhein-Westfalen
K0217,36,1,"32,0","51478,0","90484,89",Bayern
K0792,44,0,"47,0","52628,0","80768,14",Bayern
K0879,39,1,"30,0","50202,0","86793,36",Bayern
K0338,54,1,"45,0","58380,0","89265,3",Hessen
K0720,39,1,"39,0","57156,0","77986,08",Baden-Württemberg
K0296,48,1,"29,0","51210,0","64363,81",Bayern
K1017,60,0,"51,0","57664,0","95386,14",Hessen
K0456,31,0,"33,0","36628,0","58605,27",Berlin
K0816,69,1,"62,0","77676,0","126864,71",Nordrhein-Westfalen
K0270,33,0,"26,0","38152,0","68310,6",Baden-Württemberg
K0996,69,1,"42,0","65252,0","105771,99",Berlin
K0202,45,0,"39,0","49088,0","80749,79",Niedersachsen
K0162,56,1,"55,0","66685,0","110938,59",Hessen
K0730,42,1,"20,0","22279,0","61502,53",Sachsen
K0402,66,1,"59,0","85534,0","122017,62",Sachsen
K0703,63,1,"48,0","81261,0","109555,23",Bayern
K0566,32,1,"36,0","26878,0","50126,6",Bayern
K1022,70,1,"57,0","84074,0","144045,32",Baden-Württemberg
K1026,30,1,"27,0","52514,0","76020,69",Niedersachsen
K0206,45,1,"43,0","54276,0","88859,4",Baden-Württemberg
K0035,38,1,"35,0","48364,0","85707,42",Bayern
K0776,51,0,"51,0","69957,0","102053,63",Bayern
K0509,36,1,"24,0","40554,0","68345,72",Baden-Württemberg
K1091,57,1,"55,0","78835,0","112307,45",Baden-Württemberg
K0092,62,1,"59,0","71666,0","107104,52",Thüringen
K0898,59,1,"59,0","79283,0","105625,52",Berlin
K0565,68,0,"52,0","61693,0","111218,49",Nordrhein-Westfalen
K0777,43,0,"55,0","57981,0","96036,67",Niedersachsen
K0242,70,1,"52,0","80732,0","116569,27",Baden-Württemberg
K0014,53,0,"48,0","70398,0","102062,3",Sachsen
K0316,32,1,"53,0","53135,0","81152,36",Baden-Württemberg
K0601,40,1,"41,0","53679,0","77410,61",Berlin
K0388,63,1,"59,0","82564,0","124742,75",Bayern
K0167,44,1,"44,0","47834,0","69642,73",Berlin
K0841,65,1,"56,0","62961,0","106364,96",Baden-Württemberg
K0021,31,1,"22,0","27501,0","39695,86",Hessen
K0647,51,0,"36,0","61555,0","101804,21",Hamburg
K0832,40,1,"40,0","42128,0","78281,31",Niedersachsen
K0563,55,1,"34,0","45218,0","69467,58",Berlin
K1078,48,1,"27,0","43335,0","67948,2",Nordrhein-Westfalen
K0687,32,0,"37,0","43583,0","75274,62",Baden-Württemberg
K0958,56,0,"43,0","42003,0","84471,99",Hessen
K0190,35,0,"38,0","41741,0","52271,78",Hamburg
K0976,65,0,"57,0","79589,0","117896,45",Hessen
K0700,40,0,"51,0","76423,0","101008,49",Bayern
K0511,43,1,"44,0","59012,0","91000,76",Baden-Württemberg
K1083,59,0,"46,0","59013,0","92837,59",Baden-Württemberg
K0475,65,1,"38,0","58270,0","85983,74",Berlin
K0857,37,1,"40,0","57504,0","78406,83",Berlin
K0748,48,1,"48,0","59014,0","97451,48",Bayern
K0253,65,1,"45,0","70212,0","102160,74",Hessen
K0022,50,0,"36,0","49026,0","79076,93",Berlin
K0460,55,1,"52,0","61750,0","93666,44",Nordrhein-Westfalen
K0277,32,0,"25,0","34846,0","48990,25",Baden-Württemberg
K0956,59,0,"41,0","68568,0","95476,41",Baden-Württemberg
K0386,30,1,"50,0","62318,0","93943,58",Hessen
K0806,54,1,"58,0","84027,0","117270,4",Niedersachsen
K0344,30,1,"21,0","29264,0","54886,03",Berlin
K0770,55,1,"59,0","71467,0","89954,18",Hessen
K0131,59,0,"60,0","68825,0","83303,72",Brandenburg
K0872,66,1,"35,0","58457,0","79415,76",Bayern
K0088,46,1,"37,0","46384,0","82034,0",Sachsen
K0331,69,1,"64,0","96516,0","142208,17",Baden-Württemberg
K0467,70,1,"51,0","69581,0","103751,58",Thüringen
K0122,38,1,"33,0","48301,0","64230,98",Niedersachsen
K1045,67,1,"41,0","63547,0","103123,57",Berlin
K1096,37,1,"36,0","32686,0","49215,87",Baden-Württemberg
K0861,55,1,"49,0","71240,0","106132,59",Bayern
